chr_name	start	end	val	color	gene
chr8	98285715	98290156	1	gray	TSPYL5
chrY	24314920	24563796	1	gray	RBMY1J
chr22	16448823	16449804	1	gray	OR11H1
chr15	41245668	41248710	1	gray	CHAC1
chr6	127609856	127664754	1	gray	ECHDC1
chr3	38080695	38165503	1	gray	DLEC1
chr2	54480314	54483366	1	gray	TSPYL6
chr17	18427879	18430160	1	gray	FAM106A
chr14	20181062	20182491	1	gray	OR11H2
chr2	53994919	54002333	1	gray	CHAC2
chr1	53361581	53387446	1	gray	ECHDC2
chr1	173900221	173991495	1	gray	RC3H1
chr17	20320332	20321831	1	gray	FAM106B
chr11	64812290	64826025	1	gray	NAALADL1
chr10	11784380	11806069	1	gray	ECHDC3
chr9	125606834	125667638	1	gray	RC3H2
chr17	16692056	16693815	1	gray	FAM106C
chr15	42066681	42120053	1	gray	MAPKBP1
chr14	20710950	20711925	1	gray	OR11H4
chr3	174577123	175528336	1	gray	NAALADL2
chr22	24979717	25024972	1	gray	GGT1
chr2	183001179	183387572	1	gray	PDE1A
chr1	203185206	203198801	1	gray	CHIT1
chr22	21562261	21632151	1	gray	GGT2
chr16	66788542	66835487	1	gray	TERB1
chr14	20691868	20692861	1	gray	OR11H6
chr12	54943176	54973023	1	gray	PDE1B
chr16	56485435	56513014	1	gray	OGFOD1
chr15	45248884	45271426	1	gray	TERB2
chr14	20697139	20698908	1	gray	OR11H7
chr7	31790792	32467836	1	gray	PDE1C
chr12	123459272	123464589	1	gray	OGFOD2
chr8	110551928	110578225	1	gray	EBAG9
chr6	2661933	31383092	1	gray	MICA
chr22	24615621	24641110	1	gray	GGT5
chr17	80347085	80376462	1	gray	OGFOD3
chr10	52750647	54058110	1	gray	PRKG1
chr6	2461711	31478901	1	gray	MICB
chr17	4460221	4463872	1	gray	GGT6
chr12	7247149	7261810	1	gray	C1RL
chr4	82008523	82136376	1	gray	PRKG2
chr3	100120382	100175163	1	gray	LNP1
chr20	33432522	33460661	1	gray	GGT7
chr3	14716647	14814543	1	gray	C3orf20
chr17	14204397	14252721	1	gray	HS3ST3B1
chr1	154966061	154966797	1	gray	LENEP
chr3	126268534	126277775	1	gray	C3orf22
chrX	53449804	53458068	1	gray	RIBC1
chr22	45809573	45828389	1	gray	RIBC2
chr11	89603754	89609185	1	gray	TRIM64B
chr6	13358061	13487869	1	gray	GFOD1
chrX	100645998	100669117	1	gray	RPL36A-HNRNPH2
chr16	67708438	67753219	1	gray	GFOD2
chr12	51638341	51664199	1	gray	SMAGP
chr11	49075265	49080664	1	gray	TRIM64C
chr9	116111820	116133502	1	gray	BSPRY
chr12	13127803	13153199	1	gray	HEBP1
chr10	101948054	101989367	1	gray	CHUK
chr6	138724667	138743334	1	gray	HEBP2
chr7	100805789	100808850	1	gray	VGF
chr6	13786780	13814792	1	gray	MCUR1
chr10	135160876	135166187	1	gray	PRAP1
chr18	44558942	44561988	1	gray	ELOA2
chr9	103235430	103339918	1	gray	TMEFF1
chr2	192813771	193059659	1	gray	TMEFF2
chr16	5121843	5137380	1	gray	ALG1
chr15	59279861	59389618	1	gray	RNF111
chr17	19314544	19320589	1	gray	RNF112
chr10	118350470	118368687	1	gray	PNLIPRP1
chr9	101978706	101984224	1	gray	ALG2
chr10	118380464	118404654	1	gray	PNLIPRP2
chr3	183960088	183967313	1	gray	ALG3
chr20	48552933	48570422	1	gray	RNF114
chr10	118187358	118237468	1	gray	PNLIPRP3
chr13	37523874	37573504	1	gray	ALG5
chr6	160952513	161085307	1	gray	LPA
chr1	145611017	145696216	1	gray	RNF115
chr1	63833297	63904223	1	gray	ALG6
chr4	70916154	70924565	1	gray	HTN1
chr1	46669005	46686928	1	gray	LURAP1
chr11	77811987	77850699	1	gray	ALG8
chr9	35696944	35732192	1	gray	TLN1
chr15	62939509	63136829	1	gray	TLN2
chr11	111652918	111742305	1	gray	ALG9
chr4	70894175	70902255	1	gray	HTN3
chr2	63816096	63834330	1	gray	MDH1
chr7	75677423	75696826	1	gray	MDH2
chr7	5938363	5966181	1	gray	CCZ1
chr5	72794249	72801448	1	gray	BTF3
chr2	176788609	176867073	1	gray	LNPK
chr19	4304590	4323843	1	gray	FSD1
chr16	24621525	24837537	1	gray	TNRC6A
chr15	83424113	83474821	1	gray	FSD2
chr1	213003484	213020991	1	gray	SPATA45
chr22	40440820	40731812	1	gray	TNRC6B
chr16	57653649	57699479	1	gray	ADGRG1
chr1	165631448	165667900	1	gray	ALDH9A1
chr1	162342992	162346644	1	gray	SPATA46
chrX	28605562	29974830	1	gray	IL1RAPL1
chrX	19007424	19140755	1	gray	ADGRG2
chr17	76000317	76104916	1	gray	TNRC6C
chr13	113978477	114018463	1	gray	GRTP1
chr8	19796763	19824770	1	gray	LPL
chrX	103810879	105011822	1	gray	IL1RAPL2
chr16	57702217	57723290	1	gray	ADGRG3
chr7	50135478	50198852	1	gray	SPATA48
chrX	135383121	135499049	1	gray	ADGRG4
chr10	16632610	16859453	1	gray	RSU1
chr6	315386	29012952	1	gray	OR2W1
chr17	56315786	56345879	1	gray	LPO
chr16	57576554	57611100	1	gray	ADGRG5
chr7	98476112	98610866	1	gray	TRRAP
chr6	142623055	142767403	1	gray	ADGRG6
chr3	187870808	188608460	1	gray	LPP
chr1	248058888	248059833	1	gray	OR2W3
chr13	30083550	30169825	1	gray	SLC7A1
chr3	100328444	100414325	1	gray	ADGRG7
chr8	17354596	17428075	1	gray	SLC7A2
chr1	247654369	247655711	1	gray	OR2W5
chrX	70145429	70150946	1	gray	SLC7A3
chr13	41129803	41240778	1	gray	FOXO1
chr22	21383006	21386850	1	gray	SLC7A4
chr16	87863628	87903113	1	gray	SLC7A5
chr11	5269498	5271087	1	gray	HBG1
chr6	108881027	109005977	1	gray	FOXO3
chr1	2252691	2322993	1	gray	MORN1
chr2	179694483	179914864	1	gray	CCDC141
chrX	70315700	70323382	1	gray	FOXO4
chr16	68298428	68335722	1	gray	SLC7A6
chr11	5274417	5276011	1	gray	HBG2
chr2	39103102	39109850	1	gray	MORN2
chr2	74699958	74710125	1	gray	CCDC142
chr14	23242430	23289000	1	gray	SLC7A7
chr12	122086647	122110550	1	gray	MORN3
chr12	56989379	57030143	1	gray	BAZ2A
chr11	69240422	69244392	1	gray	LOC102724265
chrX	71521487	71527007	1	gray	CITED1
chr14	23594503	23652869	1	gray	SLC7A8
chr10	99374309	99393913	1	gray	MORN4
chr6	150070830	150132557	1	gray	PCMT1
chr2	160175489	160473112	1	gray	BAZ2B
chr1	41827105	41849262	1	gray	FOXO6
chr19	33321417	33360673	1	gray	SLC7A9
chr17	34087905	34092098	1	gray	C17orf50
chr9	124922186	124962367	1	gray	MORN5
chr6	139692943	139695785	1	gray	CITED2
chr1	66999043	67216822	1	gray	SGIP1
chr10	121588915	121633140	1	gray	MCMBP
chr7	76751931	76924521	1	gray	CCDC146
chr1	41326725	41328035	1	gray	CITED4
chr2	159027584	159313265	1	gray	CCDC148
chr12	111051933	111087235	1	gray	TCTN1
chr9	67926376	67969840	1	gray	ANKRD20A1
chr4	24807738	24981826	1	gray	CCDC149
chrX	153213007	153237269	1	gray	HCFC1
chr12	124155659	124192944	1	gray	TCTN2
chr3	10123003	10149939	1	gray	FANCD2OS
chr12	104458308	104500302	1	gray	HCFC2
chr10	97423152	97453900	1	gray	TCTN3
chr5	138282412	138534057	1	gray	SIL1
chrX	10413349	10851802	1	gray	MID1
chr19	10381795	10397291	1	gray	ICAM1
chr17	65987214	65992585	1	gray	C17orf58
chrX	107068964	107174867	1	gray	MID2
chrX	77385244	77395147	1	gray	TAF9B
chr20	62367052	62370460	1	gray	LIME1
chr17	62079954	62097994	1	gray	ICAM2
chr5	74664310	74807806	1	gray	CERT1
chr19	10444451	10450300	1	gray	ICAM3
chr19	41349445	41356352	1	gray	CYP2A6
chr19	10397630	10399196	1	gray	ICAM4
chr1	74701070	75010110	1	gray	TNNI3K
chr19	41381343	41388657	1	gray	CYP2A7
chr19	10400627	10407454	1	gray	ICAM5
chr15	59730384	59815753	1	gray	FAM81A
chr10	104847773	104953063	1	gray	NT5C2
chr6	39071838	39082962	1	gray	SAYSD1
chr5	94727069	94786145	1	gray	FAM81B
chr17	7146910	7155297	1	gray	CTDNEP1
chrX	153626405	153630680	1	gray	RPL10
chr1	24018268	24023325	1	gray	RPL11
chr9	130209952	130213685	1	gray	RPL12
chr3	58549844	58613337	1	gray	FAM107A
chr22	21336585	21353320	1	gray	LZTR1
chr16	89627064	89633237	1	gray	RPL13
chr10	14560555	14816896	1	gray	FAM107B
chr17	1733298	1803376	1	gray	RPA1
chr3	40498829	40510078	1	gray	RPL14
chr11	107461816	107537505	1	gray	ELMOD1
chr11	72287183	72385466	1	gray	PDE2A
chr3	23958035	23966122	1	gray	RPL15
chr1	205758222	205782326	1	gray	SLC41A1
chr1	28218035	28241308	1	gray	RPA2
chr12	105196330	105352522	1	gray	SLC41A2
chr8	56686004	56739004	1	gray	TGS1
chr7	7676148	7758238	1	gray	RPA3
chr4	141445321	141474924	1	gray	ELMOD2
chrX	96138906	96140450	1	gray	RPA4
chr18	47014850	47018835	1	gray	RPL17
chr3	125725199	125820363	1	gray	SLC41A3
chr2	85581891	85618871	1	gray	ELMOD3
chr19	49118587	49122435	1	gray	RPL18
chr6	161768448	163148798	1	gray	PRKN
chr17	37356535	37360985	1	gray	RPL19
chr8	26240569	26270643	1	gray	BNIP3L
chr20	30252260	30311766	1	gray	BCL2L1
chr14	23776041	23780968	1	gray	BCL2L2
chr2	220236764	220264729	1	gray	DNPEP
chr3	155480400	155524076	1	gray	C3orf33
chr3	37427759	37476988	1	gray	C3orf35
chr1	156863509	156886220	1	gray	PEAR1
chr1	173152869	173176470	1	gray	TNFSF4
chr11	48510344	48511274	1	gray	OR4A47
chrX	3522381	3631690	1	gray	PRKX
chr8	145674964	145691084	1	gray	CYHR1
chr19	49436955	49448226	1	gray	DHDH
chr3	88199108	88207115	1	gray	C3orf38
chr2	16730729	16847102	1	gray	CYRIA
chr17	73937591	73975247	1	gray	ACOX1
chr9	117655622	117692875	1	gray	TNFSF8
chr8	130851838	131029375	1	gray	CYRIB
chr19	6531036	6535935	1	gray	TNFSF9
chr19	1248551	1259142	1	gray	MIDN
chr16	15031299	15045911	1	gray	NPIPA1
chr7	93622556	93633667	1	gray	BET1
chr5	17216931	17276954	1	gray	BASP1
chr3	58490862	58522917	1	gray	ACOX2
chr3	10068120	10143616	1	gray	FANCD2
chr16	14805545	14859305	1	gray	NPIPA2
chr5	172195099	172198198	1	gray	DUSP1
chr4	8368008	8442450	1	gray	ACOX3
chr16	14805545	14859315	1	gray	NPIPA3
chr8	82352562	82359674	1	gray	PMP2
chr2	96808907	96811179	1	gray	DUSP2
chr17	41843493	41856345	1	gray	DUSP3
chr16	15457480	15472151	1	gray	NPIPA5
chr8	29190578	29208201	1	gray	DUSP4
chr10	112257664	112271289	1	gray	DUSP5
chr16	16473101	18426519	1	gray	NPIPA7
chr12	89741013	89746278	1	gray	DUSP6
chr11	71639767	71708643	1	gray	RNF121
chr3	10183461	10195350	1	gray	VHL
chr22	41625516	41636935	1	gray	CHADL
chr16	16469903	18429717	1	gray	NPIPA8
chr10	118305442	118327367	1	gray	PNLIP
chr8	33405271	33424646	1	gray	RNF122
chr3	52082936	52090587	1	gray	DUSP7
chr16	29690328	29710021	1	gray	QPRT
chr11	1575280	1593501	1	gray	DUSP8
chr3	49726989	49758962	1	gray	RNF123
chrX	152907894	152916781	1	gray	DUSP9
chr10	25137542	25241535	1	gray	PRTFDC1
chr9	4679568	4708398	1	gray	CDC37L1
chr5	177150364	177210426	1	gray	FAM153A
chr18	29598787	29653182	1	gray	RNF125
chr11	71709954	71713965	1	gray	IL18BP
chr5	175490711	175541801	1	gray	FAM153B
chr3	39149151	39180394	1	gray	TTC21A
chr22	45588124	45636775	1	gray	KIAA0930
chr19	647525	663214	1	gray	RNF126
chr2	166729871	166810286	1	gray	TTC21B
chrX	105937067	106040246	1	gray	RNF128
chr12	92534053	92539622	1	gray	BTG1
chr2	228336871	228425933	1	gray	AGFG1
chr1	203274646	203278729	1	gray	BTG2
chr21	18965970	18985219	1	gray	BTG3
chr7	100136825	100165843	1	gray	AGFG2
chr11	111338250	111385450	1	gray	BTG4
chr12	32832133	32898584	1	gray	DNM1L
chr8	38020858	38034011	1	gray	LSM1
chr15	38226807	38287237	1	gray	TMCO5A
chr6	3050755	31774743	1	gray	LSM2
chr3	14220316	14242622	1	gray	LSM3
chr1	167510250	167522999	1	gray	CREG1
chrX	134290460	134305751	1	gray	CT55
chr19	18417045	18433886	1	gray	LSM4
chr2	101962011	102003965	1	gray	CREG2
chr12	72003379	72057628	1	gray	ZFC3H1
chr7	99998438	100026326	1	gray	ZCWPW1
chr7	32524949	32534895	1	gray	LSM5
chr4	147096869	147112687	1	gray	LSM6
chr3	28390211	28567849	1	gray	ZCWPW2
chr19	2321519	2328585	1	gray	LSM7
chr7	117824217	117844089	1	gray	LSM8
chr19	41836227	41859827	1	gray	TGFB1
chr7	99282299	99332819	1	gray	CYP3A7-CYP3A51P
chr2	111490149	111876125	1	gray	ACOXL
chr1	218518625	218617961	1	gray	TGFB2
chr14	76424403	76449354	1	gray	TGFB3
chr12	109273867	109294819	1	gray	DAO
chr1	247978101	247979031	1	gray	OR14A16
chr22	19744225	19771112	1	gray	TBX1
chr5	10679341	10761346	1	gray	DAP
chr3	71003860	71633129	1	gray	FOXP1
chr17	59477203	59486827	1	gray	TBX2
chr7	114054869	114333827	1	gray	FOXP2
chr2	197504438	197597530	1	gray	CCDC150
chrX	49106898	49121172	1	gray	FOXP3
chr19	11531272	11546603	1	gray	CCDC151
chr12	115108059	115121980	1	gray	TBX3
chr10	75183336	75193319	1	gray	MSS51
chr5	139781398	139919434	1	gray	ANKHD1
chr19	54658898	54663459	1	gray	LENG1
chr17	59529782	59562471	1	gray	TBX4
chr6	41514118	41570122	1	gray	FOXP4
chr5	42756919	42802541	1	gray	CCDC152
chr12	114791715	114846247	1	gray	TBX5
chr11	119060346	119066551	1	gray	CCDC153
chr16	30097114	30103245	1	gray	TBX6
chr16	1484388	1494490	1	gray	CCDC154
chr2	30670111	30867091	1	gray	LCLAT1
chr21	31852024	31852686	1	gray	KRTAP19-1
chr10	97071529	97321128	1	gray	SORBS1
chr22	30752612	30774662	1	gray	CCDC157
chr21	31859361	31859755	1	gray	KRTAP19-2
chr20	61273854	61303645	1	gray	SLCO4A1
chr4	186506597	186877526	1	gray	SORBS2
chr2	8861210	8977743	1	gray	KIDINS220
chr21	31863779	31864331	1	gray	KRTAP19-3
chr8	22409439	22433301	1	gray	SORBS3
chr4	77234191	77328458	1	gray	CCDC158
chr21	31869141	31869483	1	gray	KRTAP19-4
chr19	54960376	54973196	1	gray	LENG8
chr19	11457194	11465620	1	gray	CCDC159
chr17	58499849	58508787	1	gray	C17orf64
chr21	31873974	31874459	1	gray	KRTAP19-5
chr19	54972911	54974961	1	gray	LENG9
chr21	31913853	31914183	1	gray	KRTAP19-6
chr21	31933193	31933632	1	gray	KRTAP19-7
chr20	62588056	62601283	1	gray	ZNF512B
chr17	54869273	54911281	1	gray	C17orf67
chr6	100832884	100912797	1	gray	SIM1
chr21	38071414	38122218	1	gray	SIM2
chr21	32410477	32410795	1	gray	KRTAP19-8
chr14	77924209	77935815	1	gray	AHSA1
chr13	39584001	39612226	1	gray	PROSER1
chr12	14937515	14956412	1	gray	WBP11
chr10	73855789	73976892	1	gray	ASCC1
chr10	11865354	11914276	1	gray	PROSER2
chr7	39606002	39651688	1	gray	YAE1
chr3	147127151	147134506	1	gray	ZIC1
chr22	30184600	30234263	1	gray	ASCC2
chr19	36249076	36262068	1	gray	PROSER3
chr13	100634037	100639019	1	gray	ZIC2
chrX	136648285	136659850	1	gray	ZIC3
chr19	41497186	41524303	1	gray	CYP2B6
chr6	100956070	101329248	1	gray	ASCC3
chr10	32556678	32667697	1	gray	EPC1
chr3	147103832	147124596	1	gray	ZIC4
chr13	100615217	100624163	1	gray	ZIC5
chr7	105730951	105753022	1	gray	SYPL1
chr5	131142683	131281356	1	gray	MEIKIN
chr2	149402319	149545138	1	gray	EPC2
chr1	110009167	110024756	1	gray	SYPL2
chr5	135364676	135399507	1	gray	TGFBI
chr16	70721341	70835061	1	gray	VAC14
chr13	27825691	122114735	1	gray	RPL21
chr8	145137536	145141119	1	gray	GPAA1
chr4	56422685	56458412	1	gray	PDCL2
chr2	238475216	238475818	1	gray	PRLH
chr1	6245079	6259655	1	gray	RPL22
chr17	37004112	37009974	1	gray	RPL23
chr8	20103675	20161474	1	gray	LZTS1
chr4	70454134	70518965	1	gray	UGT2A1
chr2	101179454	101193201	1	gray	PDCL3
chr10	102756827	102767593	1	gray	LZTS2
chr4	70454134	70505360	1	gray	UGT2A2
chr3	101399934	101405562	1	gray	RPL24
chr20	3143262	3154195	1	gray	LZTS3
chr14	75519945	75536193	1	gray	ACYP1
chr12	20521470	20841517	1	gray	PDE3A
chr4	506432	69817522	1	gray	UGT2A3
chr19	617220	633537	1	gray	POLRMT
chr17	81037484	81052871	1	gray	METRNL
chr17	8280833	8286511	1	gray	RPL26
chr14	100070874	100146906	1	gray	HHIPL1
chr11	14665268	14893604	1	gray	PDE3B
chr2	54198249	54532435	1	gray	ACYP2
chr17	41150289	41154971	1	gray	RPL27
chr14	74815173	74826711	1	gray	VRTN
chr1	152381718	152386739	1	gray	CRNN
chr1	222695606	222721446	1	gray	HHIPL2
chr19	55897299	55914710	1	gray	RPL28
chr13	37583450	37633850	1	gray	SUPT20H
chr3	52027537	52029911	1	gray	RPL29
chr15	82422560	82555104	1	gray	EFL1
chr5	35048860	35230589	1	gray	PRLR
chr1	176432310	176814737	1	gray	PAPPA2
chr6	166571145	166582143	1	gray	TBXT
chr14	34985134	35008943	1	gray	EAPP
chr4	169418202	169849590	1	gray	PALLD
chr15	78799905	78829715	1	gray	HYKK
chr15	45694518	45713613	1	gray	SPATA5L1
chr9	137218300	137332432	1	gray	RXRA
chr6	4393583	33168630	1	gray	RXRB
chr10	104503704	104576016	1	gray	WBP1L
chr3	63804974	63834312	1	gray	C3orf49
chr12	42850558	42983548	1	gray	PRICKLE1
chr16	12021121	12058295	1	gray	NPIPB2
chr3	64077911	64253849	1	gray	PRICKLE2
chrX	49031150	49042826	1	gray	PRICKLE3
chr16	21413449	21436699	1	gray	NPIPB3
chr1	165370158	165414592	1	gray	RXRG
chr16	46612504	46655291	1	gray	SHCBP1
chr16	21845903	21869077	1	gray	NPIPB4
chr9	38571360	38620593	1	gray	ANKRD18A
chr9	15464064	15511017	1	gray	PSIP1
chr6	41748519	41755190	1	gray	PRICKLE4
chrX	151999510	152038273	1	gray	NSDHL
chr16	22524843	22547841	1	gray	NPIPB5
chr9	33524248	33575440	1	gray	ANKRD18B
chr16	28353838	28374181	1	gray	NPIPB6
chr5	179382066	179498759	1	gray	RNF130
chr16	28649681	28669951	1	gray	NPIPB8
chr10	17270239	17279592	1	gray	VIM
chr16	28763755	28784144	1	gray	NPIPB9
chr7	122337788	122339171	1	gray	RNF133
chr7	15239941	15601640	1	gray	AGMO
chr14	64855070	64926743	1	gray	MTHFD1
chr6	74225472	74230755	1	gray	EEF1A1
chr20	62119366	62130436	1	gray	EEF1A2
chr17	29298056	29326929	1	gray	RNF135
chr6	153071931	153080895	1	gray	VIP
chr2	74425741	74444692	1	gray	MTHFD2
chr2	198591602	198651036	1	gray	BOLL
chr18	29671836	29711524	1	gray	RNF138
chr8	125487120	125500859	1	gray	RNF139
chr2	36923832	37041937	1	gray	VIT
chrX	103494718	103499614	1	gray	ESX1
chr14	94746796	94759605	1	gray	SERPINA10
chr1	23279535	23299359	1	gray	LACTBL1
chr14	94908800	94919137	1	gray	SERPINA11
chr10	74127083	74385949	1	gray	MICU1
chr14	94953615	94984181	1	gray	SERPINA12
chr13	22066833	22178309	1	gray	MICU2
chr6	90036343	90062441	1	gray	UBE2J1
chr9	136501484	136524451	1	gray	DBH
chr8	16884746	16980150	1	gray	MICU3
chr1	1189291	1209234	1	gray	UBE2J2
chr2	120124552	120130136	1	gray	DBI
chr15	102358389	102359328	1	gray	OR4F15
chr16	1877224	1890203	1	gray	FAHD1
chr7	23286393	23314727	1	gray	GPNMB
chr5	180166122	180167058	1	gray	OR2Y1
chr5	367658	180795226	1	gray	OR4F16
chr19	107145	111696	1	gray	OR4F17
chr1	201372911	201390858	1	gray	TNNI1
chr11	1860210	1862908	1	gray	TNNI2
chr19	55663135	55669100	1	gray	TNNI3
chr19	49133286	49140636	1	gray	DBP
chr8	6835170	6856724	1	gray	DEFA1B
chr6	1312332	1314993	1	gray	FOXQ1
chrX	133371242	133380237	1	gray	CCDC160
chrX	129040096	129063738	1	gray	UTP14A
chr16	11374697	11375187	1	gray	PRM1
chr4	157997276	158093242	1	gray	GLRB
chr18	904871	912173	1	gray	ADCYAP1
chr16	11369495	11370337	1	gray	PRM2
chr6	28227074	28228736	1	gray	NKAPL
chr16	11367055	11367486	1	gray	PRM3
chr13	52598826	52607736	1	gray	UTP14C
chr6	52656170	52668614	1	gray	GSTA1
chr6	52614884	52628273	1	gray	GSTA2
chr1	45959537	45965745	1	gray	CCDC163
chr1	100652474	100715390	1	gray	DBT
chr6	52761443	52774496	1	gray	GSTA3
chr6	52842750	52860082	1	gray	GSTA4
chr11	63952743	63972020	1	gray	STIP1
chr8	144788863	144790279	1	gray	CCDC166
chr6	52696540	52710893	1	gray	GSTA5
chr1	121107151	121134588	1	gray	SRGAP2B
chr6	37450713	37467669	1	gray	CCDC167
chr1	121107151	121134735	1	gray	SRGAP2C
chr13	103381716	103411422	1	gray	CCDC168
chr12	6881685	6887621	1	gray	LAG3
chr8	107771710	107782472	1	gray	ABRA
chr13	36796140	36871951	1	gray	CCDC169
chr17	30655459	30669192	1	gray	C17orf75
chr1	209848756	209849735	1	gray	G0S2
chrX	53401069	53449677	1	gray	SMC1A
chr22	45739944	45809480	1	gray	SMC1B
chr17	72580817	72590348	1	gray	C17orf77
chr17	41857802	41864982	1	gray	CFAP97D1
chr2	66662256	66801001	1	gray	MEIS1
chr17	35732926	35749662	1	gray	C17orf78
chr15	37181405	37393512	1	gray	MEIS2
chr9	4598315	4666480	1	gray	SPATA6L
chr19	47906374	47925490	1	gray	MEIS3
chr8	118806728	119124065	1	gray	EXT1
chr12	42550906	42632170	1	gray	YAF2
chr11	44117227	44273531	1	gray	EXT2
chr8	124191286	124222319	1	gray	FAM83A
chr10	96796528	96829254	1	gray	CYP2C8
chr6	54711568	54809897	1	gray	FAM83B
chr20	33873533	33880228	1	gray	FAM83C
chr19	14164178	14172888	1	gray	PALM3
chr10	96698414	96749848	1	gray	CYP2C9
chr20	37555059	37581749	1	gray	FAM83D
chr15	41679550	41694694	1	gray	NDUFAF1
chr9	26840682	26892826	1	gray	CAAP1
chr19	49103217	49118333	1	gray	FAM83E
chr8	99053951	99057773	1	gray	RPL30
chr5	60241031	60448853	1	gray	NDUFAF2
chr22	40390957	40439538	1	gray	FAM83F
chr12	85430128	85638883	1	gray	LRRIQ1
chr5	95149552	95158577	1	gray	GLRX
chr3	49057907	49060926	1	gray	NDUFAF3
chr2	101618690	101636155	1	gray	RPL31
chr17	18872103	18908077	1	gray	FAM83G
chr6	97337190	97345767	1	gray	NDUFAF4
chr3	12875985	12883081	1	gray	RPL32
chr20	13765671	13802226	1	gray	NDUFAF5
chr8	144806102	144815949	1	gray	FAM83H
chr1	74491701	74663860	1	gray	LRRIQ3
chr8	95907995	96089041	1	gray	NDUFAF6
chr4	109541713	109551639	1	gray	RPL34
chr3	169539678	169555560	1	gray	LRRIQ4
chr19	10527448	10580307	1	gray	PDE4A
chr9	127620161	127624236	1	gray	RPL35
chr2	128238387	128284065	1	gray	IWS1
chr2	37458800	37476303	1	gray	NDUFAF7
chr19	5690305	5691886	1	gray	RPL36
chr17	79213110	79215110	1	gray	NDUFAF8
chr16	67880835	67906469	1	gray	NUTF2
chr11	66104809	66112575	1	gray	BRMS1
chr4	70345882	70391732	1	gray	UGT2B4
chr1	66258192	66840262	1	gray	PDE4B
chr19	18318770	18359010	1	gray	PDE4C
chr5	40825364	40835324	1	gray	RPL37
chr17	72199816	72206794	1	gray	RPL38
chr6	24126442	24147758	1	gray	NRSN1
chr5	58264866	59792113	1	gray	PDE4D
chrX	118920466	118925593	1	gray	RPL39
chr20	327754	335506	1	gray	NRSN2
chr4	69916981	69978705	1	gray	UGT2B7
chr20	61509089	61569304	1	gray	DIDO1
chr19	4639527	4655580	1	gray	TNFAIP8L1
chr17	3763616	3796347	1	gray	CAMKK1
chr10	105148808	105156232	1	gray	ATP5MD
chr1	151129124	151132225	1	gray	TNFAIP8L2
chr19	44010870	44031353	1	gray	ETHE1
chr15	51348798	51397473	1	gray	TNFAIP8L3
chr12	121675494	121736111	1	gray	CAMKK2
chr7	86974979	87029110	1	gray	CROT
chr6	3397008	32145885	1	gray	AGPAT1
chr4	666224	668065	1	gray	ATP5ME
chr3	111805181	111837073	1	gray	C3orf52
chr9	139567594	139581909	1	gray	AGPAT2
chr7	99055780	99063790	1	gray	ATP5MF
chr1	228698059	228699989	1	gray	BTNL10
chr21	45285103	45407471	1	gray	AGPAT3
chr11	118272320	118280562	1	gray	ATP5MG
chr5	140571925	140575220	1	gray	PCDHB10
chr1	100111668	100160091	1	gray	PALMD
chr6	161551001	161695093	1	gray	AGPAT4
chr5	140579199	140583352	1	gray	PCDHB11
chr8	6566162	6619021	1	gray	AGPAT5
chr5	140588290	140592143	1	gray	PCDHB12
chr3	126911973	126917027	1	gray	C3orf56
chr6	16299342	16761721	1	gray	ATXN1
chr5	140593490	140598551	1	gray	PCDHB13
chr17	61986967	61988618	1	gray	CSHL1
chr12	111890017	112037477	1	gray	ATXN2
chr5	140601897	140605860	1	gray	PCDHB14
chr14	92524895	92572965	1	gray	ATXN3
chr5	140624962	140628933	1	gray	PCDHB15
chr4	65142017	65275178	1	gray	TECRL
chr5	140561264	140565796	1	gray	PCDHB16
chr3	155008015	155011472	1	gray	STRIT1
chr5	141488343	141534005	1	gray	NDFIP1
chr13	80055258	80130212	1	gray	NDFIP2
chr3	63849542	63989136	1	gray	ATXN7
chr21	35747805	35761444	1	gray	SMIM11A
chr21	35747778	35761452	1	gray	SMIM11B
chr3	183967459	184010819	1	gray	EEF1AKMT4-ECE2
chr11	10533219	10562734	1	gray	RNF141
chr6	139224631	139309398	1	gray	REPS1
chrX	16964780	17171395	1	gray	REPS2
chr16	1993974	2004690	1	gray	RPL3L
chr11	64008566	64011607	1	gray	FKBP2
chr16	2273488	2285743	1	gray	E4F1
chr14	45584801	45603684	1	gray	FKBP3
chr9	127539411	127577170	1	gray	OLFML2A
chr5	79922044	79950802	1	gray	DHFR
chr13	107815858	108519844	1	gray	FAM155A
chr12	2904135	2914587	1	gray	FKBP4
chr1	161952981	161994255	1	gray	OLFML2B
chrX	68724168	68752351	1	gray	FAM155B
chr11	67398773	67407031	1	gray	TBX10
chr9	114659093	114697647	1	gray	UGCG
chr6	35541361	35696360	1	gray	FKBP5
chr5	158584416	158637061	1	gray	RNF145
chr2	207024317	207027653	1	gray	EEF1B2
chr7	72742163	72772634	1	gray	FKBP6
chr6	127587826	127609705	1	gray	RNF146
chr2	179328390	179343327	1	gray	FKBP7
chr19	18642572	18654383	1	gray	FKBP8
chr12	56864727	56882198	1	gray	GLS2
chr11	74951818	74954749	1	gray	TPBGL
chr7	122341721	122342976	1	gray	RNF148
chr7	32997015	33046543	1	gray	FKBP9
chr2	101892062	101925163	1	gray	RNF149
chr18	49866566	51062268	1	gray	DCC
chr11	51411377	51412448	1	gray	OR4A5
chr1	119425669	119532133	1	gray	TBX15
chr19	55327892	55342233	1	gray	KIR3DL1
