chr_name	start	end	delta_methylation
chr5	185788059	185788428	0.73
chr5	203736504	203737499	0.73
chr5	214121132	214121474	0.73
chr6	163780517	163781480	0.73
chr7	16747541	16747978	0.73
chr1	102558009	102558969	0.74
chr1	107926613	107926996	0.74
chr1	146876001	146876477	0.74
chr1	149529176	149529480	0.74
chr1	163077017	163077490	0.74
chr1	163443513	163443966	0.74
chr1	166618504	166619458	0.74
chr1	191825126	191825450	0.74
chr1	204342555	204342987	0.74
chr1	205387507	205387939	0.74
chr1	213646052	213646500	0.74
chr1	219833168	219833443	0.74
chr10	16935042	16936000	0.74
chr10	28710016	28711000	0.74
chr10	37362501	37362978	0.74
chr10	41890009	41890972	0.74
chr10	44167547	44168497	0.74
chr10	85596017	85596911	0.74
chr10	129848545	129849414	0.74
chr2	14587014	14587498	0.74
chr2	14992532	14993482	0.74
chr2	20009020	20009489	0.74
chr2	45589005	45590491	0.74
chr2	57730106	57730475	0.74
chr2	94546544	94546992	0.74
chr2	101170016	101170747	0.74
chr2	105565516	105565960	0.74
chr2	132288088	132288945	0.74
chr2	133073501	133074472	0.74
chr2	140488110	140488978	0.74
chr2	146857705	146858500	0.74
chr2	149496001	149496991	0.74
chr2	149677005	149677496	0.74
chr2	164062525	164062994	0.74
chr3	164216543	164216990	0.74
chr4	233588504	233588958	0.74
chr5	66570	66995	0.74
chr5	190769527	190769980	0.74
chr7	7856551	7856899	0.74
chr1	104763633	104764836	0.75
chr1	118465513	118466495	0.75
chr1	118498505	118499491	0.75
chr1	145973501	145973914	0.75
chr1	165303005	165303479	0.75
chr1	189279227	189279500	0.75
chr1	205698508	205700499	0.75
chr10	35480515	35481439	0.75
chr10	47327131	47328947	0.75
chr10	54937042	54938224	0.75
chr10	58605043	58606985	0.75
chr10	85845569	85846494	0.75
chr10	93922834	93923803	0.75
chr10	97817239	97818954	0.75
chr10	98908007	98908384	0.75
chr10	115920068	115920474	0.75
chr10	117846508	117846973	0.75
chr10	121011517	121011999	0.75
chr2	19899172	19899458	0.75
chr2	27197094	27197471	0.75
chr2	33392514	33392769	0.75
chr2	38400557	38400898	0.75
chr2	58380003	58380498	0.75
chr2	62883048	62883471	0.75
chr2	68880020	68880998	0.75
chr2	88204134	88204957	0.75
chr2	113155040	113155489	0.75
chr2	113311502	113312435	0.75
chr2	114548122	114549000	0.75
chr2	135111536	135111918	0.75
chr3	229748508	229748961	0.75
chr5	85819001	85819408	0.75
chr5	185481197	185481423	0.75
chr5	187401011	187401499	0.75
chr7	18603045	18603496	0.75
chr7	24986636	24987968	0.75
chr8	74138018	74138490	0.75
chr1	99390119	99390983	0.76
chr1	110216016	110216869	0.76
chr1	116714054	116715485	0.76
chr1	165482020	165482489	0.76
chr1	195031031	195031470	0.76
chr1	222665056	222666000	0.76
chr10	15335534	15336954	0.76
chr10	19421014	19421499	0.76
chr10	56361014	56361761	0.76
chr10	62081605	62082962	0.76
chr10	62303551	62303999	0.76
chr10	89733508	89733966	0.76
chr10	99271015	99271379	0.76
chr2	25319527	25319985	0.76
chr2	67998094	67998978	0.76
chr2	83045523	83046447	0.76
chr2	106715097	106715995	0.76
chr2	116604001	116604982	0.76
chr2	122018507	122018998	0.76
chr2	163012003	163012472	0.76
chr2	175402017	175402986	0.76
chr2	181626001	181626913	0.76
chr5	1530008	1530994	0.76
chr7	6850639	6851457	0.76
chr8	77900038	77900436	0.76
chr8	83752142	83753497	0.76
chr8	92200019	92200213	0.76
chr1	85773501	85773999	0.77
chr1	112916009	112916970	0.77
chr1	188413001	188413498	0.77
chr1	220737073	220737487	0.77
chr1	222779018	222780491	0.77
chr10	30269517	30270419	0.77
chr10	35221547	35222000	0.77
chr10	53010060	53010982	0.77
chr10	55833505	55833985	0.77
chr10	73645001	73645499	0.77
chr10	77676581	77676900	0.77
chr10	126212522	126213374	0.77
chr2	21403022	21403494	0.77
chr2	24152001	24152479	0.77
chr2	55989584	55989982	0.77
chr2	67854510	67855490	0.77
chr2	81175001	81175492	0.77
chr2	104771545	104771987	0.77
chr2	111575017	111575997	0.77
chr2	130945001	130946000	0.77
chr2	151960503	151961340	0.77
chr2	171266044	171266423	0.77
chr6	165986016	165986464	0.77
chr7	10293508	10293967	0.77
chr8	83807248	83808212	0.77
chr8	94395027	94395968	0.77
chr8	96463003	96463945	0.77
chr1	84250648	84250992	0.78
chr1	86458523	86458990	0.78
chr1	103918002	103918494	0.78
chr1	104423056	104423405	0.78
chr1	109337564	109337915	0.78
chr1	111271559	111272498	0.78
chr1	118495002	118495429	0.78
chr1	150432002	150432358	0.78
chr1	165743510	165743973	0.78
chr1	169188551	169189947	0.78
chr1	180260019	180260466	0.78
chr1	189266545	189266948	0.78
chr1	192681032	192681500	0.78
chr1	205397507	205397996	0.78
chr1	207059521	207059999	0.78
chr10	40744757	40745886	0.78
chr10	56436509	56437492	0.78
chr10	62019531	62020918	0.78
chr10	105636023	105636988	0.78
chr10	109834530	109834988	0.78
chr10	123307503	123307977	0.78
chr2	11325521	11325982	0.78
chr2	18432558	18432992	0.78
chr2	35398520	35398946	0.78
chr2	37222524	37223476	0.78
chr2	42448527	42448918	0.78
chr2	53488535	53488890	0.78
chr2	85656524	85657352	0.78
chr2	120544502	120544997	0.78
chr2	129934520	129935498	0.78
chr2	174987027	174987430	0.78
chr3	168685542	168686000	0.78
chr4	179241003	179241912	0.78
chr4	231332003	231332468	0.78
chr5	67524	67974	0.78
chr5	191240569	191240990	0.78
chr5	214919508	214919851	0.78
chr8	91899031	91899375	0.78
chr1	84448501	84448956	0.79
chr1	104755654	104756936	0.79
chr1	116909042	116910485	0.79
chr1	145329586	145329911	0.79
chr1	148767580	148769000	0.79
chr1	166929541	166929993	0.79
chr1	202552025	202552422	0.79
chr1	202852003	202852495	0.79
chr1	205064615	205065939	0.79
chr1	205848148	205848999	0.79
chr1	209979517	209979974	0.79
chr10	15287526	15288000	0.79
chr10	35009565	35010449	0.79
chr10	54811506	54811985	0.79
chr10	87301016	87301500	0.79
chr10	89743002	89743484	0.79
chr10	107311004	107311999	0.79
chr10	126375003	126375946	0.79
chr10	132671027	132671485	0.79
chr2	10831015	10831491	0.79
chr2	25516506	25516998	0.79
chr2	51166008	51167493	0.79
chr2	67664245	67664500	0.79
chr2	68925335	68926483	0.79
chr2	71179132	71180499	0.79
chr2	101445520	101445998	0.79
chr2	105113665	105114460	0.79
chr2	127058595	127059981	0.79
chr2	142386008	142386475	0.79
chr2	165338505	165339000	0.79
chr2	172532553	172533498	0.79
chr2	174071546	174073000	0.79
chr3	165695011	165695488	0.79
chr4	234055013	234055470	0.79
chr4	234574009	234574442	0.79
chr5	191902046	191903985	0.79
chr5	204569300	204569484	0.79
chr5	211122019	211122495	0.79
chr7	7057525	7057991	0.79
chr7	15724084	15724286	0.79
chr7	16911004	16911965	0.79
chr7	26654007	26654497	0.79
chr7	134475054	134475376	0.79
chr8	83627154	83627427	0.79
chr8	88332022	88333385	0.79
chr8	94745014	94745499	0.79
chr1	68390549	68390994	0.8
chr1	120939028	120939475	0.8
chr1	145698249	145698454	0.8
chr1	158006584	158006994	0.8
chr1	160774001	160774998	0.8
chr1	172015557	172015996	0.8
chr10	11219501	11219989	0.8
chr10	81156025	81156436	0.8
chr10	100056741	100057456	0.8
chr10	140225005	140225960	0.8
chr2	11669009	11669972	0.8
chr2	28959503	28959990	0.8
chr2	30133013	30133471	0.8
chr2	50018049	50018495	0.8
chr2	75488137	75488491	0.8
chr2	114901501	114902934	0.8
chr2	134523512	134523966	0.8
chr2	140845102	140846498	0.8
chr2	142628521	142628997	0.8
chr2	161564003	161564499	0.8
chr2	173710530	173710988	0.8
chr2	182913015	182913489	0.8
chr3	146380511	146381380	0.8
chr3	152438523	152438907	0.8
chr3	156962001	156962355	0.8
chr5	184983002	184983943	0.8
chr5	200286028	200286811	0.8
chr5	201913007	201913497	0.8
chr7	8205503	8205958	0.8
chr7	13063003	13063969	0.8
chr7	23793503	23794000	0.8
chr8	88290003	88290486	0.8
chr1	105546004	105546485	0.81
chr1	131997010	131997481	0.81
chr1	145972001	145972472	0.81
chr1	148502340	148502997	0.81
chr1	150720056	150721000	0.81
chr1	157832526	157832991	0.81
chr1	157900570	157901972	0.81
chr1	161708006	161709480	0.81
chr1	165072007	165072208	0.81
chr1	214438512	214439473	0.81
chr1	221064010	221065434	0.81
chr10	55977630	55978493	0.81
chr10	83842806	83844000	0.81
chr10	96523647	96523998	0.81
chr2	27587509	27588461	0.81
chr2	31713044	31713500	0.81
chr2	32679645	32679921	0.81
chr2	33920547	33920966	0.81
chr2	35517014	35517423	0.81
chr2	93945016	93945498	0.81
chr2	103561545	103562402	0.81
chr2	117066006	117066489	0.81
chr2	122442531	122443000	0.81
chr2	130082514	130083499	0.81
chr2	147206003	147206452	0.81
chr2	156534575	156534976	0.81
chr3	159496007	159496473	0.81
chr4	179075030	179075465	0.81
chr4	233496196	233496482	0.81
chr5	118511	118918	0.81
chr7	21487004	21487496	0.81
chr8	77861009	77861459	0.81
chr8	96508055	96508491	0.81
chr1	84401203	84402312	0.82
chr1	96358533	96359000	0.82
chr1	114071514	114071980	0.82
chr1	196517503	196517968	0.82
chr1	202955302	202956383	0.82
chr1	211399009	211399481	0.82
chr10	19051113	19051994	0.82
chr10	31110538	31110997	0.82
chr10	40896046	40897419	0.82
chr10	42751227	42752475	0.82
chr10	45008128	45009000	0.82
chr10	54733047	54733490	0.82
chr10	68648556	68649496	0.82
chr10	72075739	72076947	0.82
chr10	72082104	72082992	0.82
chr10	80329017	80329461	0.82
chr10	84568010	84568496	0.82
chr10	117847595	117848000	0.82
chr10	122300536	122300968	0.82
chr10	128559001	128559673	0.82
chr10	131448505	131448961	0.82
chr10	137730034	137730472	0.82
chr2	34350196	34351372	0.82
chr2	57059005	57059500	0.82
chr2	73527501	73527711	0.82
chr2	79078578	79079419	0.82
chr2	81166002	81166997	0.82
chr2	86885002	86886092	0.82
chr2	103781528	103781969	0.82
chr2	138487007	138487398	0.82
chr2	139717509	139717959	0.82
chr2	157667501	157668415	0.82
chr3	209274002	209274317	0.82
chr8	89664159	89664939	0.82
chr8	97674510	97675000	0.82
chr1	142256567	142257971	0.83
chr1	197068507	197068993	0.83
chr1	206851529	206851926	0.83
chr10	15705713	15706999	0.83
chr10	18998058	18998858	0.83
chr10	57030506	57030983	0.83
chr10	86136510	86137000	0.83
chr10	89742022	89742476	0.83
chr10	122848528	122848968	0.83
chr10	138878003	138878498	0.83
chr2	14132008	14132485	0.83
chr2	25252506	25252991	0.83
chr2	38191571	38192490	0.83
chr2	38974049	38974980	0.83
chr2	85303508	85304496	0.83
chr2	85805024	85805145	0.83
chr2	102045011	102045995	0.83
chr2	110931001	110931982	0.83
chr2	117324002	117324998	0.83
chr2	124004521	124005328	0.83
chr2	170756153	170758872	0.83
chr2	172273225	172274495	0.83
chr5	1876017	1876989	0.83
chr5	181376103	181376500	0.83
chr5	184324638	184324951	0.83
chr6	162800502	162800923	0.83
chr7	18165002	18165957	0.83
chr7	20691533	20691972	0.83
chr8	93469087	93469934	0.83
chr8	97524547	97524998	0.83
chr1	95672042	95672498	0.84
chr1	126276001	126276496	0.84
chr1	131513509	131514487	0.84
chr1	160092052	160092449	0.84
chr1	170521088	170521889	0.84
chr1	209855526	209855986	0.84
chr10	50516623	50517494	0.84
chr10	115145514	115145814	0.84
chr10	116300520	116300982	0.84
chr10	129394042	129394485	0.84
chr10	133843044	133843488	0.84
chr2	32635008	32635496	0.84
chr2	55433003	55433839	0.84
chr2	81158042	81158792	0.84
chr2	85636522	85637500	0.84
chr2	88035757	88036489	0.84
chr2	111687504	111687999	0.84
chr2	112162549	112162996	0.84
chr2	116024058	116024495	0.84
chr2	135557003	135557953	0.84
chr2	168428504	168428981	0.84
chr2	179447519	179448000	0.84
chr3	150927566	150927989	0.84
chr5	211668008	211668463	0.84
chr5	216632506	216632953	0.84
chr7	7014578	7016477	0.84
chr7	21534558	21534980	0.84
chr7	180481004	180481973	0.84
chr7	181987011	181988490	0.84
chr9	31080015	31080456	0.84
chr1	74095501	74096490	0.85
chr1	92072011	92072400	0.85
chr1	121924739	121925926	0.85
chr1	201756536	201756993	0.85
chr1	202547023	202548195	0.85
chr1	203182670	203182983	0.85
chr1	211480512	211480817	0.85
chr1	220320120	220321000	0.85
chr10	17078234	17079399	0.85
chr10	49101609	49101990	0.85
chr10	72946118	72946498	0.85
chr10	117663552	117663988	0.85
chr2	11474049	11474483	0.85
chr2	12229016	12229464	0.85
chr2	15734633	15734987	0.85
chr2	17156614	17156896	0.85
chr2	32534587	32534988	0.85
chr2	32685003	32685486	0.85
chr2	42908037	42908487	0.85
chr2	74346569	74347499	0.85
chr2	150289008	150289494	0.85
chr2	153602001	153602956	0.85
chr2	156517140	156517465	0.85
chr2	158488014	158488959	0.85
chr4	178009517	178009999	0.85
chr5	68271047	68271470	0.85
chr5	185028001	185028895	0.85
chr5	194076597	194076997	0.85
chr5	197941011	197941445	0.85
chr7	15489502	15489866	0.85
chr8	83625515	83626000	0.85
chr8	92686525	92686959	0.85
chr1	104985662	104985993	0.86
chr1	143158024	143158843	0.86
chr1	190541003	190541444	0.86
chr1	192668072	192668500	0.86
chr1	194562018	194562954	0.86
chr1	195016011	195016490	0.86
chr1	201440533	201440989	0.86
chr1	220059501	220059989	0.86
chr1	221624005	221624411	0.86
chr10	19208506	19209000	0.86
chr10	28367012	28367487	0.86
chr10	103794104	103794441	0.86
chr2	26418514	26419000	0.86
chr2	30857563	30857995	0.86
chr2	33446507	33446886	0.86
chr2	59561524	59561645	0.86
chr2	69751030	69751479	0.86
chr2	112973674	112973963	0.86
chr2	150641524	150641933	0.86
chr2	242912183	242913468	0.86
chr3	158448077	158448485	0.86
chr3	159501007	159501484	0.86
chr4	230987027	230987457	0.86
chr5	200287501	200287963	0.86
chr6	160348022	160348500	0.86
chr1	2118127	2118428	0.87
chr1	72836501	72836989	0.87
chr1	114965507	114965983	0.87
chr1	118285049	118285418	0.87
chr1	161710032	161711415	0.87
chr1	161750086	161750497	0.87
chr1	188804519	188805000	0.87
chr1	192430510	192430997	0.87
chr1	194910056	194910499	0.87
chr1	195290016	195290406	0.87
chr1	203428003	203428448	0.87
chr1	210163033	210163499	0.87
chr1	213628138	213628465	0.87
chr1	221117597	221117989	0.87
chr10	23950513	23951325	0.87
chr10	31342681	31343960	0.87
chr10	57717002	57717386	0.87
chr10	59955605	59956946	0.87
chr10	128443592	128444482	0.87
chr2	30219012	30220499	0.87
chr2	33783008	33783483	0.87
chr2	37261009	37261340	0.87
chr2	70453219	70453319	0.87
chr2	122044565	122045000	0.87
chr2	126883003	126884222	0.87
chr2	130868022	130869460	0.87
chr2	145279030	145279495	0.87
chr2	166823384	166824836	0.87
chr2	177441501	177441997	0.87
chr3	149747001	149747495	0.87
chr3	151669506	151669973	0.87
chr3	155966554	155966940	0.87
chr5	216477535	216477807	0.87
chr6	164796502	164796904	0.87
chr7	180106507	180107000	0.87
chr1	118125507	118125986	0.88
chr1	157892001	157892468	0.88
chr1	195060010	195060480	0.88
chr1	197057627	197057934	0.88
chr1	203009504	203009968	0.88
chr10	88739584	88739993	0.88
chr10	102850507	102850908	0.88
chr10	105044552	105045449	0.88
chr2	12115010	12115500	0.88
chr2	13179034	13179487	0.88
chr2	30168044	30168971	0.88
chr2	34605568	34605979	0.88
chr2	37440044	37440492	0.88
chr2	38672002	38672491	0.88
chr2	111229758	111229986	0.88
chr2	138547506	138548494	0.88
chr2	152655508	152655974	0.88
chr2	241126001	241126424	0.88
chr4	231065501	231065994	0.88
chr5	6761684	6761974	0.88
chr5	193727560	193727939	0.88
chr5	214759046	214759494	0.88
chr5	216436033	216436996	0.88
chr6	160421011	160421392	0.88
chr7	6805555	6805993	0.88
chr7	14746508	14747453	0.88
chr7	26446019	26447472	0.88
chr8	82665570	82665994	0.88
chr8	84230015	84230495	0.88
chr1	69639038	69639402	0.89
chr1	129781003	129781479	0.89
chr1	163425116	163426492	0.89
chr1	209029510	209029937	0.89
chr10	82950007	82950999	0.89
chr10	112344021	112344772	0.89
chr2	15136567	15136984	0.89
chr2	27300501	27302472	0.89
chr2	67008032	67009000	0.89
chr2	85188071	85188483	0.89
chr2	130980519	130981453	0.89
chr2	181283527	181284388	0.89
chr2	182907533	182907975	0.89
chr3	149598027	149598499	0.89
chr4	177534002	177534492	0.89
chr5	214139501	214139913	0.89
chr7	6928513	6929380	0.89
chr7	11190705	11191434	0.89
chr8	88831046	88831413	0.89
chr8	88931521	88931951	0.89
chr8	92817008	92817490	0.89
chr1	187456001	187456494	0.9
chr1	197071523	197072497	0.9
chr1	213696139	213696443	0.9
chr1	227110019	227110442	0.9
chr10	62337077	62337499	0.9
chr2	18022512	18022993	0.9
chr2	22138509	22139972	0.9
chr2	22795002	22795493	0.9
chr2	79796563	79797364	0.9
chr2	81971743	81971998	0.9
chr2	83489506	83490429	0.9
chr2	158063105	158063497	0.9
chr3	151337534	151337951	0.9
chr3	152188001	152188480	0.9
chr3	153919517	153919962	0.9
chr4	234042510	234042940	0.9
chr7	14770511	14770951	0.9
chr8	94948059	94948952	0.9
chr1	109338566	109338988	0.91
chr1	160598528	160598994	0.91
chr1	193529547	193530000	0.91
chr1	213698510	213698991	0.91
chr10	32304614	32305494	0.91
chr10	63730509	63730929	0.91
chr10	76095502	76095999	0.91
chr10	88888011	88888415	0.91
chr2	33634051	33634456	0.91
chr2	75480523	75481446	0.91
chr2	110344532	110344986	0.91
chr2	126234795	126235479	0.91
chr2	139724601	139725418	0.91
chr3	158170002	158170482	0.91
chr3	168261071	168261487	0.91
chr5	189792010	189792971	0.91
chr7	171997038	171997864	0.91
chr8	93183516	93183999	0.91
chr1	143916543	143916996	0.92
chr10	137067036	137067486	0.92
chr2	23203562	23203988	0.92
chr2	24265051	24265496	0.92
chr2	29228588	29229711	0.92
chr2	56080014	56080378	0.92
chr3	163558503	163558979	0.92
chr4	180173720	180174999	0.92
chr4	191542501	191542986	0.92
chr5	191282510	191282995	0.92
chr6	163084512	163085432	0.92
chr6	166480678	166480956	0.92
chr10	66514001	66514388	0.93
chr2	12236525	12236936	0.93
chr2	26428069	26428436	0.93
chr2	32680666	32680989	0.93
chr3	149724040	149724490	0.93
chr3	160587072	160587499	0.93
chr8	92769508	92770488	0.93
chr1	191230010	191230487	0.94
chr1	198299019	198299497	0.94
chr2	66278030	66278470	0.94
chr1	86754014	86754459	0.95
chr1	192569002	192569494	0.95
chr4	192502574	192503000	0.95
chr5	215962052	215962497	0.95
chr8	82159002	82159490	0.95
chr1	157831789	157831985	0.96
chr2	48285017	48285447	0.96
chr1	207519011	207519486	0.97
chr8	77792590	77793000	0.97
chr10	12354507	12354980	0.98
B73V4_ctg150	1350672	1351979	0.86
B73V4_ctg150	1668074	1668482	0.62
